578600.00,147182.00,1583.57
578601.00,147182.00,1583.74
578602.00,147182.00,1583.89
578603.00,147182.00,1584.11
578604.00,147182.00,1584.42
578605.00,147182.00,1584.77
578606.00,147182.00,1585.16
578607.00,147182.00,1585.33
578608.00,147182.00,1585.62
578609.00,147182.00,1585.87
578610.00,147182.00,1586.09
578611.00,147182.00,1586.18
578612.00,147182.00,1586.53
578613.00,147182.00,1586.71
578614.00,147182.00,1586.83
578615.00,147182.00,1587.24
578616.00,147182.00,1587.50
578617.00,147182.00,1587.70
578618.00,147182.00,1588.09
578619.00,147182.00,1588.40
578620.00,147182.00,1588.68
578621.00,147182.00,1588.84
578622.00,147182.00,1589.43
578623.00,147182.00,1590.10
578624.00,147182.00,1590.54
578625.00,147182.00,1590.96
578626.00,147182.00,1591.52
578627.00,147182.00,1592.09
578628.00,147182.00,1592.76
578629.00,147182.00,1593.13
578630.00,147182.00,1593.35
578631.00,147182.00,1593.67
578632.00,147182.00,1594.13
578633.00,147182.00,1594.48
578634.00,147182.00,1594.79
578635.00,147182.00,1595.17
578636.00,147182.00,1595.58
578637.00,147182.00,1595.90
578638.00,147182.00,1596.22
578639.00,147182.00,1596.76
578640.00,147182.00,1597.25
578641.00,147182.00,1597.61
578642.00,147182.00,1597.96
578643.00,147182.00,1598.47
578644.00,147182.00,1599.08
578645.00,147182.00,1599.77
578646.00,147182.00,1600.45
578647.00,147182.00,1600.82
578648.00,147182.00,1601.11
578649.00,147182.00,1601.31
578650.00,147182.00,1601.37
578651.00,147182.00,1601.47
578652.00,147182.00,1602.18
578653.00,147182.00,1602.95
578654.00,147182.00,1603.53
578655.00,147182.00,1603.91
578656.00,147182.00,1604.49
578657.00,147182.00,1604.98
578658.00,147182.00,1605.39
578659.00,147182.00,1605.76
578660.00,147182.00,1606.04
578661.00,147182.00,1606.43
578662.00,147182.00,1606.83
578663.00,147182.00,1607.17
578664.00,147182.00,1607.72
578665.00,147182.00,1608.16
578666.00,147182.00,1608.56
578667.00,147182.00,1609.01
578668.00,147182.00,1609.22
578669.00,147182.00,1609.22
578670.00,147182.00,1609.13
578671.00,147182.00,1608.95
578672.00,147182.00,1608.88
578673.00,147182.00,1609.29
578674.00,147182.00,1609.85
578675.00,147182.00,1610.31
578676.00,147182.00,1610.79
578677.00,147182.00,1611.27
578678.00,147182.00,1612.03
578679.00,147182.00,1612.61
578680.00,147182.00,1612.72
578681.00,147182.00,1612.74
578682.00,147182.00,1612.93
578683.00,147182.00,1613.31
578684.00,147182.00,1613.76
578685.00,147182.00,1614.22
578686.00,147182.00,1614.58
578687.00,147182.00,1615.18
578688.00,147182.00,1615.85
578689.00,147182.00,1616.56
578690.00,147182.00,1617.08
578691.00,147182.00,1617.67
578692.00,147182.00,1618.01
578693.00,147182.00,1618.46
578694.00,147182.00,1618.79
578695.00,147182.00,1619.13
578696.00,147182.00,1619.45
578697.00,147182.00,1619.83
578698.00,147182.00,1620.14
578699.00,147182.00,1620.53
578700.00,147182.00,1620.92
578701.00,147182.00,1621.37
578702.00,147182.00,1621.84
578703.00,147182.00,1622.24
578704.00,147182.00,1622.61
578705.00,147182.00,1623.05
578706.00,147182.00,1623.33
578707.00,147182.00,1623.68
578708.00,147182.00,1624.12
578709.00,147182.00,1624.48
578710.00,147182.00,1625.11
578711.00,147182.00,1625.66
578712.00,147182.00,1626.25
578713.00,147182.00,1626.84
578714.00,147182.00,1627.52
578715.00,147182.00,1628.14
578716.00,147182.00,1628.74
578717.00,147182.00,1629.51
578718.00,147182.00,1630.33
578719.00,147182.00,1631.15
578720.00,147182.00,1632.34
578721.00,147182.00,1633.35
578722.00,147182.00,1634.83
578723.00,147182.00,1636.33
578724.00,147182.00,1638.81
578725.00,147182.00,1641.38
578726.00,147182.00,1643.86
578727.00,147182.00,1644.64
578728.00,147182.00,1645.36
578729.00,147182.00,1646.35
578730.00,147182.00,1647.02
578731.00,147182.00,1647.79
578732.00,147182.00,1649.73
578733.00,147182.00,1652.10
578734.00,147182.00,1653.45
578735.00,147182.00,1655.37
578736.00,147182.00,1657.92
578737.00,147182.00,1659.86
578738.00,147182.00,1661.02
578739.00,147182.00,1662.50
578740.00,147182.00,1663.77
578741.00,147182.00,1665.01
578742.00,147182.00,1666.43
578743.00,147182.00,1667.98
578744.00,147182.00,1669.18
578745.00,147182.00,1671.21
578746.00,147182.00,1672.93
578747.00,147182.00,1673.38
578748.00,147182.00,1673.97
578749.00,147182.00,1675.29
578750.00,147182.00,1676.74
578751.00,147182.00,1677.96
578752.00,147182.00,1679.11
578753.00,147182.00,1679.79
578754.00,147182.00,1680.10
578755.00,147182.00,1680.45
578756.00,147182.00,1680.85
578757.00,147182.00,1681.42
578758.00,147182.00,1682.02
578759.00,147182.00,1682.99
578760.00,147182.00,1684.14
578761.00,147182.00,1685.32
578762.00,147182.00,1687.03
578763.00,147182.00,1688.38
578764.00,147182.00,1689.61
578765.00,147182.00,1690.79
578766.00,147182.00,1691.66
578767.00,147182.00,1692.39
578768.00,147182.00,1692.83
578769.00,147182.00,1693.11
578770.00,147182.00,1693.46
578771.00,147182.00,1694.03
578772.00,147182.00,1694.54
578773.00,147182.00,1695.20
578774.00,147182.00,1696.48
578775.00,147182.00,1698.05
578776.00,147182.00,1699.71
578777.00,147182.00,1701.29
578778.00,147182.00,1702.68
578779.00,147182.00,1703.55
578780.00,147182.00,1704.49
578781.00,147182.00,1705.90
578782.00,147182.00,1707.11
578783.00,147182.00,1707.97
578784.00,147182.00,1708.88
578785.00,147182.00,1709.71
578786.00,147182.00,1710.36
578787.00,147182.00,1710.94
578788.00,147182.00,1711.89
578789.00,147182.00,1713.09
578790.00,147182.00,1714.58
578791.00,147182.00,1716.06
578792.00,147182.00,1718.33
578793.00,147182.00,1720.29
578794.00,147182.00,1720.81
578795.00,147182.00,1721.20
578796.00,147182.00,1721.87
578797.00,147182.00,1723.02
578798.00,147182.00,1723.88
578799.00,147182.00,1724.47
578800.00,147182.00,1725.19
578801.00,147182.00,1726.11
578600.00,147183.00,1583.47
578601.00,147183.00,1583.63
578602.00,147183.00,1583.86
578603.00,147183.00,1583.98
578604.00,147183.00,1584.30
578605.00,147183.00,1584.56
578606.00,147183.00,1584.88
578607.00,147183.00,1585.15
578608.00,147183.00,1585.52
578609.00,147183.00,1585.90
578610.00,147183.00,1586.25
578611.00,147183.00,1586.47
578612.00,147183.00,1586.78
578613.00,147183.00,1586.95
578614.00,147183.00,1587.06
578615.00,147183.00,1587.32
578616.00,147183.00,1587.45
578617.00,147183.00,1587.74
578618.00,147183.00,1587.94
578619.00,147183.00,1588.32
578620.00,147183.00,1588.57
578621.00,147183.00,1588.94
578622.00,147183.00,1589.39
578623.00,147183.00,1589.77
578624.00,147183.00,1590.29
578625.00,147183.00,1590.70
578626.00,147183.00,1591.32
578627.00,147183.00,1591.93
578628.00,147183.00,1592.38
578629.00,147183.00,1592.85
578630.00,147183.00,1593.13
578631.00,147183.00,1593.44
578632.00,147183.00,1593.88
578633.00,147183.00,1594.23
578634.00,147183.00,1594.65
578635.00,147183.00,1595.11
578636.00,147183.00,1595.45
578637.00,147183.00,1595.74
578638.00,147183.00,1596.14
578639.00,147183.00,1596.76
578640.00,147183.00,1597.21
578641.00,147183.00,1597.48
578642.00,147183.00,1597.77
578643.00,147183.00,1598.28
578644.00,147183.00,1598.92
578645.00,147183.00,1599.53
578646.00,147183.00,1599.82
578647.00,147183.00,1600.30
578648.00,147183.00,1600.77
578649.00,147183.00,1600.96
578650.00,147183.00,1601.10
578651.00,147183.00,1601.55
578652.00,147183.00,1602.25
578653.00,147183.00,1603.00
578654.00,147183.00,1603.59
578655.00,147183.00,1603.91
578656.00,147183.00,1604.32
578657.00,147183.00,1604.85
578658.00,147183.00,1605.28
578659.00,147183.00,1605.51
578660.00,147183.00,1605.71
578661.00,147183.00,1606.11
578662.00,147183.00,1606.61
578663.00,147183.00,1607.00
578664.00,147183.00,1607.44
578665.00,147183.00,1607.89
578666.00,147183.00,1608.26
578667.00,147183.00,1608.76
578668.00,147183.00,1609.01
578669.00,147183.00,1608.92
578670.00,147183.00,1608.70
578671.00,147183.00,1608.61
578672.00,147183.00,1608.51
578673.00,147183.00,1608.95
578674.00,147183.00,1609.57
578675.00,147183.00,1610.04
578676.00,147183.00,1610.49
578677.00,147183.00,1610.98
578678.00,147183.00,1611.60
578679.00,147183.00,1612.00
578680.00,147183.00,1612.26
578681.00,147183.00,1612.27
578682.00,147183.00,1612.54
578683.00,147183.00,1612.93
578684.00,147183.00,1613.52
578685.00,147183.00,1614.14
578686.00,147183.00,1614.66
578687.00,147183.00,1615.17
578688.00,147183.00,1615.70
578689.00,147183.00,1616.48
578690.00,147183.00,1616.96
578691.00,147183.00,1617.43
578692.00,147183.00,1617.77
578693.00,147183.00,1618.16
578694.00,147183.00,1618.55
578695.00,147183.00,1618.89
578696.00,147183.00,1619.12
578697.00,147183.00,1619.73
578698.00,147183.00,1620.10
578699.00,147183.00,1620.49
578700.00,147183.00,1620.91
578701.00,147183.00,1621.32
578702.00,147183.00,1621.72
578703.00,147183.00,1622.09
578704.00,147183.00,1622.47
578705.00,147183.00,1622.94
578706.00,147183.00,1623.33
578707.00,147183.00,1623.69
578708.00,147183.00,1624.09
578709.00,147183.00,1624.46
578710.00,147183.00,1625.11
578711.00,147183.00,1625.67
578712.00,147183.00,1626.20
578713.00,147183.00,1626.71
578714.00,147183.00,1627.36
578715.00,147183.00,1627.96
578716.00,147183.00,1628.58
578717.00,147183.00,1629.42
578718.00,147183.00,1630.31
578719.00,147183.00,1631.47
578720.00,147183.00,1632.81
578721.00,147183.00,1633.97
578722.00,147183.00,1635.21
578723.00,147183.00,1637.19
578724.00,147183.00,1640.42
578725.00,147183.00,1643.05
578726.00,147183.00,1643.97
578727.00,147183.00,1644.81
578728.00,147183.00,1645.40
578729.00,147183.00,1646.39
578730.00,147183.00,1647.13
578731.00,147183.00,1647.84
578732.00,147183.00,1649.29
578733.00,147183.00,1651.49
578734.00,147183.00,1653.40
578735.00,147183.00,1655.78
578736.00,147183.00,1658.00
578737.00,147183.00,1659.66
578738.00,147183.00,1661.22
578739.00,147183.00,1662.46
578740.00,147183.00,1663.65
578741.00,147183.00,1664.93
578742.00,147183.00,1666.66
578743.00,147183.00,1668.16
578744.00,147183.00,1669.60
578745.00,147183.00,1671.21
578746.00,147183.00,1673.24
578747.00,147183.00,1673.96
578748.00,147183.00,1674.58
578749.00,147183.00,1675.14
578750.00,147183.00,1676.28
578751.00,147183.00,1677.49
578752.00,147183.00,1678.91
578753.00,147183.00,1680.04
578754.00,147183.00,1680.49
578755.00,147183.00,1680.82
578756.00,147183.00,1681.19
578757.00,147183.00,1681.69
578758.00,147183.00,1682.36
578759.00,147183.00,1683.55
578760.00,147183.00,1684.66
578761.00,147183.00,1685.97
578762.00,147183.00,1687.62
578763.00,147183.00,1688.83
578764.00,147183.00,1689.82
578765.00,147183.00,1691.34
578766.00,147183.00,1692.26
578767.00,147183.00,1693.11
578768.00,147183.00,1693.48
578769.00,147183.00,1693.69
578770.00,147183.00,1694.20
578771.00,147183.00,1694.62
578772.00,147183.00,1695.14
578773.00,147183.00,1695.61
